Unnamed: 0,PLZ,TUEREN,PREIS,MARKE,MODELL,REGDATE,KM_STAND,LEISTUNG_PS,FARBE,TREIBSTOFF,AUFBAU,GETRIEBE_TYP
29312,1030,3,5500,Smart,Fortwo,2009,160'000 - 169'999,84,Blau,0,4,1
29313,1260,5,39000,Mercedes-Benz,A-Klasse,2021,0 - 4'999,136,Weiss,0,1,0
29314,1260,4,52900,Mercedes-Benz,A-Klasse,2022,0 - 4'999,224,Weiss,0,1,0
29315,1023,5,45000,Lexus,NX,2018,20'000 - 24'999,190,Grau,2,3,0
29316,1442,5,44900,Mercedes-Benz,B-Klasse,2020,0 - 4'999,190,Sonstige,0,1,0
29317,1610,5,31900,Peugeot,5008,2018,45'000 - 49'999,130,Sonstige,0,3,0
29319,1029,5,25999,Toyota,RAV4,2017,95'000 - 99'999,197,Weiss,2,3,0
29320,1800,5,57900,Volkswagen,Tiguan,2022,5'000 - 9'999,245,Schwarz,0,3,0
29322,1274,5,61400,CUPRA,Formentor,2022,0 - 4'999,310,Blau,0,3,0
29323,1023,5,13500,Fiat,Panda,2021,0 - 4'999,70,Schwarz,2,1,1
29326,1845,5,29900,Audi,Q5,2014,70'000 - 74'999,245,Weiss,0,3,0
29327,1110,3,35000,Mini,Mini,2020,15'000 - 19'999,192,Grau,0,1,0
29328,1020,5,49990,BMW,X-serien,2018,35'000 - 39'999,252,Blau,0,3,0
29329,1018,4,58900,Audi,Quattro,2018,50'000 - 54'999,400,Sonstige,0,1,0
29331,1023,5,38500,Mini,Mini Clubman,2021,25'000 - 29'999,178,Grau,0,0,0
29333,1023,3,16100,Toyota,Aygo,2022,0 - 4'999,72,Weiss,0,1,1
29334,1093,5,42500,Land Rover,Discovery,2018,35'000 - 39'999,240,Grau,0,3,0
29335,1562,5,4500,Peugeot,307,2005,170'000 - 179'999,136,Schwarz,0,1,0
29336,1853,4,14500,Mazda,6,2014,140'000 - 149'999,165,Grau,0,1,0
29337,1260,5,73900,Mercedes-Benz,GLC-Klasse,2020,30'000 - 34'999,390,Grau,0,3,0
29338,1028,5,22400,Honda,Civic,2017,80'000 - 84'999,310,Blau,0,1,1
29339,1266,5,21900,Mercedes-Benz,CLA-Klasse,2017,75'000 - 79'999,156,Schwarz,0,0,0
29341,1442,5,37900,Volkswagen,Golf,2021,5'000 - 9'999,150,Schwarz,2,1,0
29342,1029,5,10499,Peugeot,3008,2012,65'000 - 69'999,156,Grau,0,2,0
29343,1400,5,119900,BMW,X-serien,2022,0 - 4'999,394,Schwarz,2,3,0
29345,1029,5,19999,Honda,CR-V,2018,130'000 - 139'999,160,Weiss,1,3,0
29346,1400,5,92900,Alfa Romeo,Stelvio,2021,0 - 4'999,510,Rot,0,3,0
29348,1030,4,10999,Citroën,Jumper,2018,250'000 - 299'999,130,Weiss,1,2,1
29349,1023,3,18900,Fiat,500,2021,5'000 - 9'999,70,Grau,2,1,1
29350,1093,5,34900,Jaguar,F-Pace,2018,55'000 - 59'999,180,Grau,1,3,0
29351,1510,3,18900,Toyota,Supra,1992,180'000 - 189'999,245,Grau,0,5,1
29353,1023,5,27000,Kia,Soul,2020,15'000 - 19'999,110,Silber,2,0,1
29354,1260,5,62900,Mercedes-Benz,C-Klasse,2022,0 - 4'999,204,Schwarz,2,0,0
29355,1162,2,219900,BMW,Z-serien,2001,35'000 - 39'999,400,Silber,0,4,1
29356,1442,4,41900,BMW,2er,2022,0 - 4'999,150,Weiss,1,1,0
29357,1175,5,67350,Citroën,Spacetourer,2022,0 - 4'999,136,Sonstige,2,2,0
29359,1163,5,59900,Skoda,Superb,2021,5'000 - 9'999,218,Grau,2,0,0
29360,1852,3,3900,Fiat,500,2009,120'000 - 129'999,69,Blau,0,1,1
29361,1175,5,40440,Citroën,Berlingo,2022,0 - 4'999,130,Sonstige,0,2,0
29363,1260,5,55500,Volvo,V60,2020,15'000 - 19'999,303,Grau,2,0,0
29364,1023,5,33000,Subaru,Legacy/Outback,2021,30'000 - 34'999,175,Grau,0,0,0
29367,1023,2,34990,Mazda,MX-5,2021,0 - 4'999,184,Grau,0,4,1
29368,1274,5,47000,CUPRA,Born,2021,0 - 4'999,204,Grau,2,1,0
29369,1400,5,17090,Dacia,Sandero,2022,0 - 4'999,91,Blau,0,1,1
29370,1196,5,33500,BMW,1er,2019,25'000 - 29'999,190,Sonstige,1,1,0
29373,1422,5,44900,BMW,X-serien,2015,55'000 - 59'999,313,Silber,2,3,0
29376,1274,5,29900,SEAT,Arona,2021,0 - 4'999,90,Weiss,0,3,1
29377,1442,5,45900,BMW,1er,2022,0 - 4'999,150,Sonstige,1,1,0
29378,1400,3,30640,Fiat,500,2022,0 - 4'999,118,Weiss,2,1,0
29379,1442,5,34900,Volkswagen,T-Roc,2022,0 - 4'999,150,Sonstige,0,3,0
29382,1023,5,29990,Citroën,C4,2022,5'000 - 9'999,131,Weiss,0,1,0
29383,1853,5,19500,Peugeot,308,2018,35'000 - 39'999,130,Weiss,0,1,0
29384,1020,5,46900,BMW,X-serien,2014,110'000 - 119'999,381,Schwarz,1,3,0
29385,1853,5,8500,Citroën,C4 Picasso,2015,150'000 - 159'999,120,Schwarz,0,2,1
29387,1175,5,38900,Mazda,MX-30,2020,0 - 4'999,143,Sonstige,2,3,0
29388,1023,3,37000,Mini,Mini,2020,5'000 - 9'999,192,Grau,0,1,0
29389,1162,5,54900,Land Rover,Range Rover,2018,35'000 - 39'999,250,Schwarz,0,3,0
29390,1023,2,42500,Mini,Mini Cabriolet,2020,5'000 - 9'999,231,Schwarz,0,4,0
29391,1422,5,35900,Mercedes-Benz,A-Klasse,2019,30'000 - 34'999,190,Weiss,0,1,0
29392,1007,5,32500,Volkswagen,T-Roc,2018,50'000 - 54'999,190,Grau,0,3,0
29394,1121,5,69900,Mercedes-Benz,AMG,2018,25'000 - 29'999,390,Sonstige,0,3,0
29396,1260,5,57500,Volvo,XC60,2020,5'000 - 9'999,235,Schwarz,2,3,0
29397,1860,5,31700,Volkswagen,Golf,2021,5'000 - 9'999,150,Schwarz,1,1,0
29398,1029,2,16999,Audi,TTS / TTRS,2009,120'000 - 129'999,272,Schwarz,0,5,0
29400,1260,5,37500,Kia,Sorento,2018,45'000 - 49'999,200,Sonstige,1,3,0
29401,1030,5,3300,Opel,Antara,2009,170'000 - 179'999,227,Blau,0,3,0
29402,1023,5,32500,Ford,Kuga,2019,30'000 - 34'999,180,Grau,1,3,0
29405,1023,5,12900,Fiat,Panda,2021,0 - 4'999,70,Rot,2,1,1
29406,1023,5,14500,Citroën,C4 Cactus,2018,70'000 - 74'999,110,Weiss,0,3,0
29408,1052,5,27890,BMW,X-serien,2016,90'000 - 94'999,231,Schwarz,1,3,0
29409,1196,5,59900,Citroën,Spacetourer,2022,0 - 4'999,144,Sonstige,1,2,0
29410,1400,4,69800,Dodge,RAM,2022,0 - 4'999,400,Schwarz,0,3,0
29411,1023,5,14500,Kia,Stonic,2017,65'000 - 69'999,120,Schwarz,0,3,1
29413,1428,5,19900,Renault,Captur,2019,30'000 - 34'999,150,Rot,0,3,0
29415,1442,5,29900,Volvo,V60 Cross Country,2017,50'000 - 54'999,190,Sonstige,1,0,0
29416,1446,4,5200,Daimler,Daimler,1989,180'000 - 189'999,184,Rot,0,1,0
29417,1845,5,42500,Volkswagen,Tiguan Allspace,2019,35'000 - 39'999,190,Schwarz,0,3,0
29418,1260,5,25990,Opel,Astra,2019,20'000 - 24'999,150,Sonstige,0,0,0
29419,1023,3,11500,DS Automobiles,DS3,2015,35'000 - 39'999,110,Weiss,0,1,1
29420,1442,2,28900,Audi,A5,2014,65'000 - 69'999,170,Sonstige,0,4,1
29421,1260,5,66500,Mercedes-Benz,E-Klasse,2021,0 - 4'999,197,Grau,2,0,0
29423,1880,5,5900,Renault,Kangoo,2007,170'000 - 179'999,62,Sonstige,1,0,1
29424,1093,5,33500,Audi,A3,2018,25'000 - 29'999,190,Weiss,0,1,0
29425,1023,5,23390,Volkswagen,Polo,2021,20'000 - 24'999,95,Schwarz,0,1,0
29427,1170,5,22445,Fiat,Panda,2022,0 - 4'999,85,Weiss,0,1,1
29428,1260,5,34500,Opel,Mokka,2021,5'000 - 9'999,130,Sonstige,0,3,0
29430,1610,4,39800,Peugeot,Expert,2019,40'000 - 44'999,180,Sonstige,1,2,0
29431,1800,4,44860,Volkswagen,T-Cross,2022,0 - 4'999,150,Silber,0,3,0
29432,1175,5,20790,Citroën,C3,2021,0 - 4'999,83,Sonstige,0,1,1
29433,1860,4,8900,Mercedes-Benz,C-Klasse,2007,200'000 - 249'999,224,Grau,1,1,0
29437,1845,5,35620,Volkswagen,T-Roc,2019,25'000 - 29'999,190,Grau,0,3,0
29438,1562,5,4000,Ford,C Max,2009,160'000 - 169'999,125,Blau,0,2,1
29439,1008,2,8900,Chevrolet,Camaro,1979,50'000 - 54'999,175,Blau,0,5,0
29440,1610,5,21800,Peugeot,208,2022,0 - 4'999,100,Sonstige,0,1,1
29441,1162,3,24900,Fiat,500,2016,55'000 - 59'999,160,Grau,0,1,1
29442,1180,5,33900,Mazda,3,2022,0 - 4'999,187,Silber,2,1,0
29443,1121,5,22900,Opel,Corsa,2021,20'000 - 24'999,100,Sonstige,0,1,1
29446,1029,5,50999,BMW,X-serien,2019,80'000 - 84'999,326,Grau,1,3,0
29448,1197,5,45790,BMW,X-serien,2018,45'000 - 49'999,211,Schwarz,1,0,0
29449,1442,2,32900,BMW,Z-serien,2017,80'000 - 84'999,245,Sonstige,0,4,0
29450,1023,5,29900,Fiat,500X,2022,0 - 4'999,150,Blau,0,3,0
29451,1295,5,11990,Audi,A1,2014,100'000 - 109'999,122,Weiss,0,1,1
29452,1023,5,29390,Volkswagen,Tiguan,2017,110'000 - 119'999,190,Grau,1,3,0
29453,1400,4,67557,Renault,Trafic,2021,0 - 4'999,170,Grau,1,2,0
29454,1163,5,36900,Volkswagen,Tiguan Allspace,2018,65'000 - 69'999,180,Schwarz,0,3,0
29455,1800,5,56900,Alfa Romeo,Stelvio,2022,0 - 4'999,200,Schwarz,0,3,0
29456,1023,5,26990,Mazda,CX-5,2017,90'000 - 94'999,194,Blau,0,3,0
29457,1163,5,43900,Volkswagen,Touran,2021,5'000 - 9'999,150,Silber,1,2,0
29458,1052,5,31880,Volkswagen,Golf,2015,75'000 - 79'999,300,Weiss,0,1,0
29459,1442,5,10900,Kia,Cee'd,2016,120'000 - 129'999,135,Sonstige,0,1,0
29460,1400,4,54900,Alfa Romeo,Giulia,2021,0 - 4'999,280,Schwarz,0,1,0
29461,1442,2,9900,Peugeot,207,2013,55'000 - 59'999,156,Weiss,0,4,1
29462,1023,5,44990,DS Automobiles,DS4,2022,5'000 - 9'999,181,Sonstige,0,0,0
29463,1023,5,39990,Volkswagen,Passat,2019,15'000 - 19'999,190,Silber,1,0,0
29464,1023,5,38990,Mazda,6,2021,15'000 - 19'999,194,Grau,0,0,0
29466,1110,5,18000,Citroën,C3,2019,10'000 - 14'999,110,Blau,0,1,0
29467,1163,5,39900,Volkswagen,Golf,2021,5'000 - 9'999,204,Grau,2,1,0
29468,1400,4,67557,Renault,Trafic,2021,0 - 4'999,170,Grau,1,2,0
29470,1196,4,7200,Mercedes-Benz,C-Klasse,2004,80'000 - 84'999,170,Grau,0,1,0
29471,1400,5,52290,Renault,Talisman,2022,0 - 4'999,189,Rot,1,0,0
29472,1008,2,37800,Buick,Riviera,1971,0 - 4'999,315,Sonstige,0,5,0
29473,1110,5,29900,Land Rover,Range Rover,2013,95'000 - 99'999,240,Weiss,0,3,0
29478,1004,5,38900,Mercedes-Benz,C-CLASS,2018,50'000 - 54'999,204,Weiss,1,0,0
29479,1400,5,47940,Jeep,Compass,2022,0 - 4'999,180,Grau,2,3,0
29480,1845,4,96900,Mercedes-Benz,CLS,2021,20'000 - 24'999,435,Blau,0,1,0
29481,1350,5,10900,Nissan,Juke,2013,110'000 - 119'999,117,Weiss,0,3,0
29482,1018,5,13600,Mitsubishi,Space-serien,2022,0 - 4'999,71,Grau,0,1,1
29483,1260,4,63800,Jaguar,XE,2021,5'000 - 9'999,300,Blau,0,1,0
29484,1023,5,38500,Audi,Quattro,2015,75'000 - 79'999,333,Grau,0,1,0
29485,1800,5,52280,Volkswagen,T-Roc,2022,0 - 4'999,190,Grau,0,3,0
29486,1400,5,46990,Jeep,Compass,2022,0 - 4'999,180,Schwarz,2,3,0
29489,1400,5,80040,Alfa Romeo,Stelvio,2022,0 - 4'999,280,Rot,0,3,0
29490,1023,5,49900,Kia,Soul,2022,0 - 4'999,204,Schwarz,2,0,0
29491,1131,3,8700,DS Automobiles,DS3,2010,65'000 - 69'999,120,Schwarz,0,1,1
29493,1180,5,26900,Mazda,3,2021,10'000 - 14'999,150,Weiss,2,1,1
29495,1522,3,5500,Iveco,Daily,2007,250'000 - 299'999,120,Weiss,1,2,1
29496,1023,5,39700,Subaru,XV,2022,0 - 4'999,150,Weiss,2,3,0
29497,1052,5,41880,SEAT,Alhambra,2017,75'000 - 79'999,184,Schwarz,1,2,0
29500,1472,5,1790,SEAT,Ibiza,2000,150'000 - 159'999,120,Blau,0,1,1
29503,1860,5,57500,Volkswagen,Golf,2021,0 - 4'999,319,Weiss,0,1,0
29504,1530,4,114900,Mercedes-Benz,EQE,2022,0 - 4'999,292,Schwarz,2,1,0
29506,1018,5,27990,Opel,Corsa,2022,0 - 4'999,100,Grau,0,1,0
29507,1274,5,47900,SEAT,Leon,2020,0 - 4'999,245,Grau,2,1,0
29508,1131,5,29800,Peugeot,308,2021,0 - 4'999,130,Grau,0,1,0
29510,1162,2,114900,Ferrari,California,2012,35'000 - 39'999,489,Rot,0,4,0
29511,1009,4,9600,Jeep,Grand Cherokee,2009,200'000 - 249'999,218,Blau,1,3,0
29512,1860,5,71900,Audi,Q7,2018,55'000 - 59'999,286,Schwarz,2,3,0
29513,1860,2,11900,Mini,Mini Cabriolet,2013,90'000 - 94'999,122,Rot,0,4,1
29514,1026,5,41900,Volkswagen,Tiguan Allspace,2018,60'000 - 64'999,190,Grau,1,3,0
29515,1023,5,49500,BMW,3er,2020,5'000 - 9'999,190,Weiss,2,0,0
29517,1020,5,64490,BMW,5er,2018,30'000 - 34'999,400,Schwarz,1,0,0
29518,1030,5,14999,Kia,Sportage,2013,110'000 - 119'999,184,Grau,1,3,0
29520,1400,5,41900,Alfa Romeo,Stelvio,2019,55'000 - 59'999,280,Grau,0,3,0
29521,1020,5,8490,Skoda,Superb,2011,190'000 - 199'999,140,Grau,1,0,1
29522,1023,5,40000,Lexus,NX,2017,45'000 - 49'999,190,Schwarz,2,3,0
29523,1845,5,23500,Volkswagen,T-Roc,2018,35'000 - 39'999,115,Grau,0,3,1
29524,1162,2,84900,Porsche,911,2007,75'000 - 79'999,480,Schwarz,0,4,1
29526,1860,4,12900,Audi,S,2007,200'000 - 249'999,450,Blau,0,1,0
29527,1026,2,43900,BMW,6er,2014,90'000 - 94'999,449,Weiss,0,4,0
29528,1121,5,21900,Opel,Crossland X,2020,15'000 - 19'999,130,Sonstige,0,3,1
29531,1260,5,14800,Opel,Astra,2017,50'000 - 54'999,150,Sonstige,0,0,1
29533,1197,5,8100,Audi,A4,2002,120'000 - 129'999,130,Silber,0,0,1
29535,1131,5,22700,Kia,Sportage,2018,70'000 - 74'999,177,Weiss,0,3,0
29536,1093,5,24900,BMW,X-serien,2016,75'000 - 79'999,150,Schwarz,1,3,0
29537,1260,5,21900,Opel,Zafira,2016,65'000 - 69'999,200,Sonstige,0,2,1
29538,1163,5,16900,Audi,A3,2013,100'000 - 109'999,180,Schwarz,0,1,0
29539,1026,5,40900,Audi,S,2018,50'000 - 54'999,310,Weiss,0,1,0
29540,1260,5,30900,Mazda,CX-5,2018,55'000 - 59'999,194,Sonstige,0,3,0
29541,1023,5,120900,Jaguar,F-Pace,2022,0 - 4'999,400,Schwarz,2,3,0
29542,1029,5,10499,Volkswagen,Touran,2012,110'000 - 119'999,140,Grau,0,2,1
29543,1815,5,23800,Porsche,Cayenne,2010,100'000 - 109'999,240,Grau,1,3,0
29544,1860,5,5500,Subaru,Forester,2001,200'000 - 249'999,170,Grau,0,0,1
29546,1260,5,59900,Mercedes-Benz,GLC-Klasse,2020,25'000 - 29'999,258,Grau,2,3,0
29547,1422,4,49014,Peugeot,Expert,2022,0 - 4'999,136,Weiss,2,2,0
29549,1400,5,49531,Toyota,Proace City Verso,2022,0 - 4'999,136,Weiss,2,2,0
29550,1610,5,27900,Toyota,Corolla,2021,5'000 - 9'999,98,Sonstige,2,0,0
29551,1266,5,54900,Audi,SQ5,2017,45'000 - 49'999,353,Grau,0,3,0
29552,1260,5,128800,Mercedes-Benz,GLE-Klasse,2022,0 - 4'999,435,Grau,2,3,0
29553,1023,2,91900,Jaguar,F-Type,2022,0 - 4'999,300,Grün,0,5,0
29554,1442,5,18900,Kia,Stonic,2017,60'000 - 64'999,120,Schwarz,0,3,1
29555,1163,5,18900,Volkswagen,Polo,2018,40'000 - 44'999,115,Schwarz,0,1,1
29556,1400,5,50240,Jeep,Compass,2022,0 - 4'999,180,Grau,2,3,0
29557,1023,5,74820,Jaguar,E-Pace,2022,0 - 4'999,200,Rot,2,3,0
29558,1023,5,29990,Peugeot,2008,2021,20'000 - 24'999,130,Blau,0,3,0
29559,1023,5,40900,Kia,Cee'd,2022,0 - 4'999,204,Grau,0,1,0
29560,1072,5,19990,Mercedes-Benz,M-Klasse,2012,200'000 - 249'999,258,Grau,1,3,0
29561,1260,2,89900,Porsche,911,2012,15'000 - 19'999,350,Blau,0,4,0
29562,1260,5,73100,Mercedes-Benz,C-Klasse,2022,0 - 4'999,200,Grau,2,0,0
29563,1131,5,34900,Volkswagen,T-Roc,2019,20'000 - 24'999,190,Grau,0,3,0
29564,1018,5,23900,Toyota,C-HR,2018,40'000 - 44'999,116,Grau,0,3,0
29565,1400,5,19640,Dacia,Spring,2021,0 - 4'999,45,Grau,2,3,0
29566,1131,5,18500,Peugeot,208,2021,20'000 - 24'999,100,Grau,0,1,1
29567,1023,5,13500,Fiat,Panda,2021,0 - 4'999,70,Weiss,2,1,1
29568,1807,5,11500,Ford,Kuga,2011,130'000 - 139'999,175,Sonstige,1,3,1
29570,1131,2,119900,Porsche,911,2017,35'000 - 39'999,370,Weiss,0,4,0
29571,1110,3,32000,Mini,Mini,2019,25'000 - 29'999,192,Sonstige,0,1,0
29572,1442,4,14900,Opel,Insignia,2013,110'000 - 119'999,220,Sonstige,0,1,0
29573,1162,2,54900,Porsche,911,2006,55'000 - 59'999,355,Silber,0,4,1
29574,1814,3,25500,Toyota,Land Cruiser-serien,1987,130'000 - 139'999,86,Braun,1,3,1
29575,1845,5,18900,Renault,Mégane,2016,65'000 - 69'999,205,Blau,0,1,0
29576,1260,5,14900,Opel,Corsa,2018,85'000 - 89'999,90,Sonstige,0,1,0
29577,1196,5,17800,SsangYong,XLV,2018,15'000 - 19'999,115,Sonstige,1,3,1
29578,1274,5,37900,Honda,CR-V,2019,30'000 - 34'999,146,Rot,2,3,0
29579,1023,5,47900,Kia,Soul,2022,0 - 4'999,204,Grau,2,0,0
29580,1400,5,25790,Dacia,Duster,2022,0 - 4'999,150,Blau,0,3,0
29582,1052,5,31880,Audi,S,2015,85'000 - 89'999,300,Schwarz,0,1,0
29584,1820,4,19900,Jaguar,XF,2014,85'000 - 89'999,340,Grün,0,1,0
29585,1004,5,4400,Volvo,V70,1999,250'000 - 299'999,193,Blau,0,0,1
29586,1400,4,62900,Renault,Trafic,2021,15'000 - 19'999,170,Silber,1,2,0
29587,1274,5,38900,Honda,CR-V,2019,35'000 - 39'999,184,Grau,2,3,0
29588,1305,2,31899,Mini,Mini Cabriolet,2020,10'000 - 14'999,192,Grau,0,4,0
29589,1023,5,50000,BMW,X2,2019,15'000 - 19'999,306,Weiss,0,3,0
29590,1023,5,43780,Volkswagen,Tiguan,2020,30'000 - 34'999,230,Grau,0,3,0
29591,1023,5,27500,Fiat,500X,2021,0 - 4'999,120,Grau,0,3,1
29592,1260,4,65900,Mercedes-Benz,E-Klasse,2021,0 - 4'999,197,Schwarz,2,1,0
29593,1442,5,26900,Jeep,Grand Cherokee,2011,85'000 - 89'999,241,Sonstige,1,3,0
29594,1121,5,15900,Opel,Mokka,2017,110'000 - 119'999,152,Sonstige,0,3,0
29595,1175,2,24300,Toyota,Hilux,2014,70'000 - 74'999,144,Sonstige,1,3,1
29596,1023,5,40990,Audi,Q2,2021,5'000 - 9'999,150,Schwarz,0,3,0
29597,1260,5,83900,Jaguar,I-Pace,2021,5'000 - 9'999,400,Rot,2,3,0
29598,1442,3,39900,Mini,Mini,2019,10'000 - 14'999,231,Sonstige,0,1,1
29599,1023,4,38000,Volvo,940 & 960,2017,15'000 - 19'999,190,Grau,1,1,0
29600,1400,5,71990,Jeep,Wrangler,2021,0 - 4'999,379,Grau,2,3,0
29602,1266,4,59900,Mercedes-Benz,CLA-Klasse,2020,35'000 - 39'999,306,Grau,0,1,0
29603,1845,5,28990,Volkswagen,T-Roc,2018,85'000 - 89'999,190,Blau,0,3,0
29604,1800,2,49900,Volkswagen,T-Roc,2022,0 - 4'999,150,Schwarz,0,4,0
29606,1023,5,22400,Kia,Picanto,2022,0 - 4'999,84,Blau,0,1,0
29607,1260,5,26800,Opel,Crossland X,2020,20'000 - 24'999,130,Sonstige,0,3,0
29608,1066,5,19000,Skoda,Octavia,2016,55'000 - 59'999,150,Grau,0,0,0
29609,1260,5,93100,Mercedes-Benz,GLE-Klasse,2022,0 - 4'999,272,Grau,2,3,0
29612,1023,5,28500,BMW,X-serien,2018,45'000 - 49'999,150,Grau,1,3,0
29613,1852,5,2900,Mazda,CX-7,2009,170'000 - 179'999,259,Grau,0,3,1
29614,1020,5,18900,BMW,2er,2015,120'000 - 129'999,190,Blau,1,2,0
29615,1023,5,29770,Toyota,Yaris,2022,0 - 4'999,125,Grau,0,3,1
29617,1860,4,6900,Volkswagen,T4,2000,250'000 - 299'999,115,Rot,0,2,1
29618,1350,5,4500,Peugeot,207,2011,140'000 - 149'999,120,Grau,0,0,1
29619,1274,5,27650,Honda,Jazz,2021,5'000 - 9'999,98,Grau,2,2,0
29620,1018,5,13600,Mitsubishi,Space-serien,2022,0 - 4'999,71,Grau,0,1,1
29621,1030,5,14500,Audi,A3,2016,150'000 - 159'999,110,Schwarz,1,1,1
29622,1860,5,16900,Renault,Clio,2020,15'000 - 19'999,101,Schwarz,0,1,1
29623,1005,5,40000,Toyota,Land Cruiser-serien,2008,150'000 - 159'999,286,Sonstige,1,3,0
29625,1530,5,6500,BMW,320,2009,190'000 - 199'999,177,Schwarz,1,0,1
29627,1023,5,35390,Hyundai,Santa Fe,2018,75'000 - 79'999,200,Schwarz,1,0,0
29628,1196,3,32000,Mini,Mini,2019,30'000 - 34'999,192,Sonstige,0,1,0
29630,1260,5,27590,Mazda,2,2022,0 - 4'999,92,Sonstige,2,1,0
29633,1860,3,5900,Mini,Mini,2002,80'000 - 84'999,115,Grün,0,1,0
29634,1005,5,47900,BMW,2er,2022,0 - 4'999,150,Schwarz,1,2,0
29635,1071,3,3500,Opel,Tigra,1997,90'000 - 94'999,90,Rot,0,5,1
29636,1852,3,4500,Fiat,500,2008,120'000 - 129'999,100,Braun,0,1,1
29637,1020,4,65990,BMW,3er,2016,85'000 - 89'999,431,Schwarz,0,1,0
29639,1023,2,40000,BMW,4er,2018,65'000 - 69'999,252,Schwarz,0,4,0
29640,1530,4,49800,Mercedes-Benz,C-Klasse,2020,20'000 - 24'999,184,Schwarz,2,1,0
29642,1610,5,23800,Peugeot,208,2022,0 - 4'999,100,Sonstige,0,1,0
29643,1023,5,34900,Mercedes-Benz,AMG,2015,90'000 - 94'999,360,Schwarz,0,0,0
29644,1853,4,14500,Opel,Movano,2011,190'000 - 199'999,150,Sonstige,1,2,1
29646,1860,4,16900,Nissan,Navara,2008,190'000 - 199'999,171,Rot,1,3,1
29647,1026,5,36580,Suzuki,Vitara,2022,0 - 4'999,129,Schwarz,2,3,0
29648,1523,5,29900,Opel,Movano,2022,0 - 4'999,135,Schwarz,1,2,1
29649,1093,5,59500,Mercedes-Benz,GLB-Klasse,2020,10'000 - 14'999,163,Schwarz,0,3,0
29650,1442,5,49900,BMW,X-serien,2020,5'000 - 9'999,125,Sonstige,2,3,0
29652,1815,5,7700,Volkswagen,Golf,2010,150'000 - 159'999,160,Schwarz,0,1,1
29653,1020,4,3200,Peugeot,607,2001,200'000 - 249'999,133,Grau,1,1,0
29656,1163,5,23900,Skoda,Superb,2018,80'000 - 84'999,150,Weiss,0,0,0
29658,1023,5,50000,Mini,Mini Countryman,2021,10'000 - 14'999,178,Grün,0,3,0
29659,1023,5,42890,Audi,Q2,2021,15'000 - 19'999,150,Grau,0,3,0
29661,1442,4,42900,Mercedes-Benz,C-Klasse,2018,35'000 - 39'999,170,Schwarz,1,1,0
29662,1266,5,46900,Volvo,XC90,2018,80'000 - 84'999,235,Grau,1,3,0
29663,1266,5,21900,Honda,Civic,2019,15'000 - 19'999,129,Rot,0,1,0
29664,1860,4,7900,BMW,3er,2007,180'000 - 189'999,218,Grau,0,1,0
29666,1180,5,39900,Mazda,CX-5,2022,0 - 4'999,194,Sonstige,0,3,0
29668,1260,5,27990,Opel,Astra,2019,20'000 - 24'999,145,Sonstige,0,0,0
29670,1860,2,79900,Audi,Coupé quattro,1986,110'000 - 119'999,200,Grau,0,5,1
29671,1007,5,28390,Volkswagen,T-Roc,2018,65'000 - 69'999,150,Weiss,0,3,0
29672,1442,5,34900,Volkswagen,T-Roc,2022,0 - 4'999,150,Sonstige,0,3,0
29673,1170,4,4900,Volvo,S60,2006,200'000 - 249'999,140,Blau,0,1,1
29674,1023,5,15390,Citroën,C4 Picasso,2018,95'000 - 99'999,120,Grau,1,0,0
29675,1163,5,44900,Volkswagen,T6,2016,95'000 - 99'999,204,Weiss,1,2,0
29676,1800,4,3800,Volkswagen,Golf,2008,100'000 - 109'999,140,Grau,0,1,0
29677,1142,5,44900,Volvo,XC90,2018,100'000 - 109'999,235,Sonstige,1,3,0
29678,1023,5,25990,Peugeot,308,2018,40'000 - 44'999,225,Blau,0,1,0
29680,1530,2,7500,Mercedes-Benz,SLK,1998,110'000 - 119'999,193,Schwarz,0,4,1
29681,1093,5,19900,BMW,3er,2013,95'000 - 99'999,184,Grau,1,0,0
29682,1844,4,17900,BMW,325,1987,75'000 - 79'999,2493,Grau,0,1,0
29683,1260,5,8700,Opel,Agila,2015,30'000 - 34'999,94,Sonstige,0,2,1
29684,1853,4,13500,BMW,7er,1999,200'000 - 249'999,327,Schwarz,0,1,0
29685,1853,5,16500,Citroën,C4 Cactus,2018,25'000 - 29'999,110,Weiss,0,3,1
29686,1422,3,9000,Renault,Mégane,2006,180'000 - 189'999,260,Schwarz,0,5,1
29687,1442,2,34900,Volkswagen,Beetle,2018,30'000 - 34'999,150,Sonstige,0,4,0
29688,1400,5,40070,Jeep,Renegade,2022,0 - 4'999,130,Grau,2,3,0
29689,1033,5,1800,Alfa Romeo,147,2002,160'000 - 169'999,120,Grau,0,1,1
29690,1196,2,5400,Mercedes-Benz,CLK,2002,180'000 - 189'999,170,Sonstige,0,5,1
29691,1845,5,77900,Audi,S,2021,5'000 - 9'999,341,Blau,2,0,0
29692,1400,5,10000,Skoda,Fabia,2016,150'000 - 159'999,105,Schwarz,1,0,1
29693,1442,5,84900,BMW,X-serien,2019,15'000 - 19'999,340,Schwarz,0,3,0
29694,1023,5,34500,Mini,Mini Countryman,2018,55'000 - 59'999,231,Grau,0,3,0
29695,1170,5,19900,Audi,Q5,2014,150'000 - 159'999,224,Schwarz,0,3,0
29697,1439,5,7200,Mazda,3,2012,100'000 - 109'999,105,Grau,0,1,1
