Unnamed: 0,PLZ,TUEREN,PREIS,MARKE,MODELL,REGDATE,KM_STAND,LEISTUNG_PS,FARBE,TREIBSTOFF,AUFBAU,GETRIEBE_TYP
348,5610,5,30800,Volkswagen,Golf,2021,10'000 - 14'999,150,Grau,1,1,0
349,5600,5,3800,Fiat,Qubo,2009,180'000 - 189'999,74,Grau,0,1,1
350,5105,5,9500,Alfa Romeo,Giulietta,2014,130'000 - 139'999,240,Weiss,0,1,0
351,5610,3,26889,Fiat,500,2022,0 - 4'999,118,Blau,2,1,0
353,5462,5,5500,BMW,520,2003,190'000 - 199'999,170,Schwarz,0,1,1
354,5745,2,49500,Land Rover,Range Rover,2016,55'000 - 59'999,180,Sonstige,1,4,0
355,4322,5,900,Citroën,C5,2003,250'000 - 299'999,207,Grau,0,0,0
356,5452,3,12900,Volkswagen,Polo,2014,110'000 - 119'999,110,Schwarz,0,1,1
357,5430,5,8900,Peugeot,5008,2011,90'000 - 94'999,85,Grau,0,2,1
358,5734,4,32300,Mercedes-Benz,280,1972,130'000 - 139'999,138,Silber,0,1,1
359,5223,5,3200,Lexus,IS,1999,350'000 - 399'999,155,Blau,0,1,1
360,4853,4,19850,Opel,Rekord,1977,95'000 - 99'999,100,Gelb,0,1,1
361,5630,5,15800,Skoda,Octavia,2013,170'000 - 179'999,220,Sonstige,0,0,0
365,5722,4,6900,BMW,320,2008,150'000 - 159'999,170,Grau,0,1,1
366,5737,5,4500,Citroën,C3,2014,160'000 - 169'999,68,Schwarz,0,1,1
367,5610,5,17500,Toyota,Yaris,2015,30'000 - 34'999,102,Grau,2,1,0
368,4665,5,3550,Volkswagen,Golf,1999,250'000 - 299'999,100,Schwarz,1,5,1
369,5628,5,2300,Volkswagen,Polo,2005,150'000 - 159'999,75,Grau,0,1,1
370,5610,4,17500,Volkswagen,T5,2013,95'000 - 99'999,102,Weiss,1,2,1
372,5616,3,14400,BMW,125,2012,120'000 - 129'999,218,Grau,0,4,1
373,5037,4,3250,Nissan,Tiida,2008,100'000 - 109'999,110,Rot,0,1,1
374,5400,2,12990,Peugeot,308,2012,50'000 - 54'999,163,Sonstige,1,4,1
375,5300,3,3000,Renault,Twingo,2008,110'000 - 119'999,75,Weiss,0,1,1
376,5070,2,41500,Mini,Mini Cabriolet,2020,20'000 - 24'999,231,Rot,0,4,0
377,5745,5,26800,Land Rover,Range Rover,2014,90'000 - 94'999,190,Weiss,1,3,0
379,5034,5,9900,BMW,X5,2010,250'000 - 299'999,225,Weiss,1,3,0
381,5276,5,21900,Subaru,Impreza,2009,110'000 - 119'999,300,Grau,0,0,1
382,8967,5,17100,Mercedes-Benz,CLS,2005,170'000 - 179'999,500,Schwarz,0,1,0
383,5600,3,5899,Ford,Ka,2012,25'000 - 29'999,69,Weiss,0,1,1
384,5212,5,15500,BMW,330,2012,170'000 - 179'999,245,Schwarz,1,0,0
385,5413,4,2200,BMW,528,1998,190'000 - 199'999,193,Blau,1,0,0
386,4663,5,40000,BMW,740,1994,80'000 - 84'999,286,Blau,0,1,0
387,5222,5,25500,BMW,120,2018,70'000 - 74'999,185,Schwarz,1,1,0
392,5200,5,3600,Opel,Corsa,2008,170'000 - 179'999,90,Grau,0,1,1
393,5625,5,2100,Peugeot,206,2005,190'000 - 199'999,110,Grau,0,0,1
394,5502,5,29400,BMW,3er,2015,90'000 - 94'999,245,Schwarz,0,0,0
395,4853,5,43500,Audi,Q3,2019,35'000 - 39'999,190,Weiss,0,3,0
396,4800,5,39125,Volvo,XC40,2019,90'000 - 94'999,190,Weiss,1,3,0
397,5745,4,29900,Dodge,Ram,2012,150'000 - 159'999,420,Sonstige,0,3,0
398,5734,5,3399,Opel,Meriva,2009,180'000 - 189'999,90,Blau,0,1,1
399,5430,3,8200,BMW,330,2001,250'000 - 299'999,231,Silber,0,4,1
401,5703,5,2150,Fiat,1100,1996,120'000 - 129'999,54,Rot,0,1,1
402,5608,5,15900,BMW,116,2014,120'000 - 129'999,136,Weiss,0,1,1
403,5405,5,2000,Peugeot,206,2001,160'000 - 169'999,120,Blau,0,1,0
404,5627,4,99800,Dodge,RAM,2022,0 - 4'999,400,Schwarz,0,3,0
405,5037,5,5200,Skoda,Octavia,2012,190'000 - 199'999,140,Weiss,1,0,0
406,5432,3,6800,Smart,Fortwo,2009,45'000 - 49'999,71,Rot,0,1,0
407,5734,5,11999,BMW,523,2010,170'000 - 179'999,204,Grau,0,1,0
408,5082,5,18700,Ford,S-Max,2014,85'000 - 89'999,163,Weiss,1,2,0
409,5610,5,85989,Audi,SQ5,2022,0 - 4'999,347,Schwarz,2,3,0
410,5312,2,56000,BMW,M,2020,5'000 - 9'999,410,Silber,0,5,0
411,5300,5,7500,Volkswagen,Up,2016,60'000 - 64'999,60,Weiss,0,1,1
412,8957,4,1499,Volkswagen,Golf,1998,250'000 - 299'999,150,Weiss,0,1,1
413,8956,4,26900,Mercedes-Benz,C-Klasse,2015,75'000 - 79'999,204,Grau,1,1,0
414,5032,5,2200,Alfa Romeo,159,2007,300'000 - 349'999,150,Schwarz,1,0,0
416,5442,5,39900,BMW,320,2019,30'000 - 34'999,190,Grau,1,0,0
417,5621,3,3700,Mercedes-Benz,CLK,2000,190'000 - 199'999,279,Schwarz,0,1,0
418,5610,5,18989,Toyota,Yaris,2022,0 - 4'999,111,Blau,0,1,1
419,8957,5,22500,BMW,335,2014,110'000 - 119'999,306,Weiss,0,1,1
420,8965,5,7500,Volkswagen,Polo,2012,95'000 - 99'999,90,Weiss,0,1,1
421,4800,2,20250,Audi,A3,2014,100'000 - 109'999,180,Grau,0,4,0
422,5503,2,98000,Chevrolet,Corvette,1962,95'000 - 99'999,350,Rot,0,4,1
423,5034,5,2499,Ford,Transit,2009,200'000 - 249'999,85,Weiss,1,2,1
424,5722,3,12000,BMW,330,2004,120'000 - 129'999,231,Schwarz,0,4,0
425,5432,5,52900,BMW,X6,2017,85'000 - 89'999,316,Weiss,1,3,0
426,5734,3,10999,BMW,335,2008,200'000 - 249'999,306,Schwarz,0,4,0
427,5314,5,2500,BMW,330,2002,250'000 - 299'999,230,Silber,1,1,0
428,5442,3,2700,Smart,Fortwo,2009,170'000 - 179'999,70,Grau,0,4,0
429,5070,5,33400,Mercedes-Benz,GLA-Klasse,2018,55'000 - 59'999,184,Weiss,0,3,0
431,5200,3,2250,Volkswagen,Lupo,2002,170'000 - 179'999,60,Schwarz,0,1,1
432,5737,5,6300,Subaru,Impreza,2006,200'000 - 249'999,230,Silber,0,0,1
433,5732,5,4500,Opel,Agila,2009,100'000 - 109'999,86,Silber,0,2,1
434,5113,2,10900,BMW,1er,2010,110'000 - 119'999,143,Grau,0,4,1
435,5630,5,43910,Skoda,Octavia,2021,0 - 4'999,150,Grau,2,0,0
436,5000,5,27900,Jeep,Renegade,2021,20'000 - 24'999,150,Schwarz,0,3,0
438,5210,5,8900,Ford,B Max,2017,110'000 - 119'999,90,Weiss,0,1,1
439,5745,3,4999,Volkswagen,Golf,1993,200'000 - 249'999,174,Schwarz,0,1,1
440,4665,5,27900,Audi,A6,2017,85'000 - 89'999,190,Grau,1,0,1
442,5507,5,2500,Hyundai,i30,2009,190'000 - 199'999,116,Schwarz,1,1,0
443,5420,5,36800,Porsche,Macan,2015,110'000 - 119'999,340,Schwarz,0,3,0
444,5212,5,2800,Opel,Astra,2010,170'000 - 179'999,115,Grau,0,0,1
445,5742,5,1900,Alfa Romeo,159,2010,130'000 - 139'999,0,Weiss,1,0,1
447,5707,5,22800,Opel,Astra,2020,20'000 - 24'999,122,Grau,1,0,0
448,5036,3,32900,Fiat,500,2020,5'000 - 9'999,180,Grau,0,1,1
449,8957,5,33700,Toyota,Prius+,2019,50'000 - 54'999,136,Weiss,2,2,0
450,5610,3,23800,Toyota,Yaris,2018,65'000 - 69'999,212,Weiss,0,1,1
452,5637,5,34000,Volkswagen,Golf,2018,40'000 - 44'999,245,Schwarz,0,1,0
453,4852,5,65440,Skoda,Superb,2021,0 - 4'999,280,Weiss,0,0,0
454,5726,5,6600,Volkswagen,Polo,2011,150'000 - 159'999,105,Silber,0,1,1
455,5035,5,18800,Hyundai,Kona,2018,60'000 - 64'999,120,Blau,0,3,1
456,5630,5,76640,Volkswagen,ID.5,2022,0 - 4'999,299,Silber,2,3,0
457,5643,3,3900,Suzuki,Swift,2007,200'000 - 249'999,125,Schwarz,0,1,1
458,5317,5,37900,BMW,X2,2018,15'000 - 19'999,192,Blau,0,3,0
459,4313,5,5200,Volkswagen,Polo,2008,120'000 - 129'999,80,Schwarz,0,1,0
460,5644,5,5200,Skoda,Octavia,2011,250'000 - 299'999,200,Schwarz,0,0,1
461,5116,5,33990,Audi,A1,2021,10'000 - 14'999,150,Weiss,0,1,0
462,4665,5,15450,Volkswagen,Golf,2018,120'000 - 129'999,115,Schwarz,1,0,1
463,4665,5,8800,SEAT,Alhambra,2012,200'000 - 249'999,150,Grau,0,2,1
464,5505,4,25900,Renault,Trafic,2019,20'000 - 24'999,120,Weiss,1,2,1
465,5745,5,36400,Jeep,Compass,2020,10'000 - 14'999,170,Grau,0,3,0
466,5610,5,39500,BMW,X4,2015,140'000 - 149'999,381,Schwarz,1,3,0
468,5610,5,6990,Opel,Meriva,2010,100'000 - 109'999,110,Weiss,1,1,1
469,5628,5,3900,Peugeot,107,2006,110'000 - 119'999,68,Grau,0,1,1
470,5644,5,4700,Subaru,XV,2012,140'000 - 149'999,147,Grau,1,3,1
471,4665,5,42950,Audi,Q3,2019,5'000 - 9'999,150,Schwarz,1,0,0
472,5034,4,13800,Jaguar,X-Type,2003,80'000 - 84'999,231,Sonstige,0,1,0
473,4313,3,3900,Smart,Fortwo,2011,130'000 - 139'999,71,Schwarz,0,5,0
474,5742,5,7400,Hyundai,H-1,2010,180'000 - 189'999,170,Silber,1,2,1
475,5703,5,4990,BMW,328,1998,300'000 - 349'999,193,Schwarz,0,0,1
476,5610,5,20489,Volvo,V60,2014,75'000 - 79'999,215,Silber,1,0,0
477,5070,5,197900,Mercedes-Benz,G-Klasse,2019,75'000 - 79'999,584,Grau,0,3,0
479,5610,5,18989,Toyota,Yaris,2022,0 - 4'999,111,Weiss,0,1,1
480,5605,3,15900,Mini,Mini,1974,90'000 - 94'999,34,Gelb,0,1,1
481,5442,5,46250,SEAT,Ateca,2022,0 - 4'999,150,Grau,0,3,0
482,5316,5,6500,Volkswagen,Golf,1982,110'000 - 119'999,60,Silber,0,5,1
483,5417,5,18900,Suzuki,Swift,2020,25'000 - 29'999,83,Blau,2,1,1
484,5085,5,29500,Suzuki,SX4,2021,0 - 4'999,129,Grau,2,1,0
485,5314,3,1900,Ford,Ka,2003,130'000 - 139'999,95,Blau,0,4,1
486,8964,5,7700,BMW,520,2008,200'000 - 249'999,177,Grau,1,1,0
487,5507,5,4800,Ford,Mondeo,2012,150'000 - 159'999,240,Grau,0,0,0
488,5745,5,29300,Peugeot,308,2021,20'000 - 24'999,130,Grau,0,1,0
490,5745,5,90080,Jaguar,E-Pace,2022,0 - 4'999,250,Grau,2,3,0
491,5200,5,3500,Opel,Zafira,2002,200'000 - 249'999,192,Schwarz,0,2,1
492,4800,5,43990,Hyundai,Tucson,2022,0 - 4'999,180,Schwarz,2,3,0
493,5317,5,6750,Nissan,Micra,2012,100'000 - 109'999,98,Blau,0,1,1
494,5732,5,22900,Opel,Mokka,2018,40'000 - 44'999,152,Grau,0,3,0
495,5116,5,17900,BMW,530,2012,160'000 - 169'999,258,Weiss,1,0,0
496,4313,5,8500,Volkswagen,Golf,2012,120'000 - 129'999,192,Silber,0,0,1
498,5106,5,11900,Ford,Kuga,2016,180'000 - 189'999,150,Weiss,1,3,1
499,5322,5,24900,Audi,A6,2012,180'000 - 189'999,295,Silber,1,0,0
501,5300,5,6700,Alfa Romeo,Alfasud,1983,180'000 - 189'999,95,Silber,0,1,1
502,5702,5,3000,Mercedes-Benz,A-CLASS,2007,170'000 - 179'999,95,Schwarz,0,1,1
503,5107,2,8990,Mazda,MX-5,2004,90'000 - 94'999,110,Silber,0,4,1
505,5317,2,13900,Jaguar,XK,1998,200'000 - 249'999,284,Blau,0,4,0
506,4665,5,34950,Suzuki,S-Cross,2022,0 - 4'999,129,Schwarz,2,1,0
507,5621,5,2000,Peugeot,205,1992,65'000 - 69'999,102,Grau,0,1,0
508,5034,5,4500,Audi,A6,1999,190'000 - 199'999,193,Grau,0,0,0
509,5503,2,49000,Ford,Mustang,1966,90'000 - 94'999,200,Weiss,0,5,0
511,5724,3,7500,Ford,Fiesta Van,2012,140'000 - 149'999,95,Schwarz,1,1,1
513,5502,3,5700,Mercedes-Benz,C-Klasse,2003,90'000 - 94'999,163,Schwarz,0,5,1
514,5432,5,2000,Alfa Romeo,147,2007,170'000 - 179'999,120,Weiss,1,1,1
516,5035,4,178000,Mercedes-Benz,S-Klasse,2022,0 - 4'999,330,Schwarz,1,1,0
517,4665,3,6500,Suzuki,Ignis,2006,180'000 - 189'999,150,Blau,0,5,1
519,8956,3,5900,Mini,Mini,2009,160'000 - 169'999,120,Grün,0,1,1
520,4310,5,11000,Audi,A5,2010,190'000 - 199'999,239,Schwarz,1,1,0
521,5317,2,24900,Pontiac,Solstice,2007,45'000 - 49'999,264,Rot,0,4,1
522,5745,5,29900,Peugeot,308,2021,5'000 - 9'999,130,Grau,1,1,0
523,5408,5,2900,Volkswagen,Polo,2001,110'000 - 119'999,75,Grau,0,1,0
525,4853,5,5490,Renault,Clio,2009,90'000 - 94'999,112,Grau,0,0,1
526,5621,5,900,Citroën,C3,2006,140'000 - 149'999,150,Grau,0,1,1
528,5400,3,8900,Alfa Romeo,147,2003,170'000 - 179'999,250,Rot,0,1,1
529,4324,3,34000,Chevrolet,Chevelle,2010,40'000 - 44'999,450,Schwarz,0,5,0
530,4852,5,34850,SEAT,Arona,2022,0 - 4'999,110,Sonstige,0,3,0
531,5745,5,39800,Mazda,6,2021,5'000 - 9'999,194,Weiss,0,0,0
532,5444,5,8900,Subaru,Forester,2005,200'000 - 249'999,240,Silber,0,3,0
533,5317,5,89000,BMW,X-serien,2021,5'000 - 9'999,286,Schwarz,2,3,0
534,5036,5,21900,Mercedes-Benz,C-CLASS,2016,140'000 - 149'999,155,Grau,0,0,0
535,5210,5,19220,Volkswagen,Polo,2018,30'000 - 34'999,95,Silber,0,1,0
536,5502,3,18800,SEAT,Ibiza,2017,50'000 - 54'999,192,Sonstige,0,1,1
537,5610,5,2700,Opel,Meriva,2007,180'000 - 189'999,180,Blau,0,1,1
539,4665,5,6850,Skoda,Octavia,2012,180'000 - 189'999,105,Silber,1,0,1
540,5727,3,4500,Peugeot,206,2003,55'000 - 59'999,80,Grau,0,1,0
541,5723,5,12900,Renault,Scénic,2016,95'000 - 99'999,132,Schwarz,0,2,1
542,5430,5,51600,Mercedes-Benz,CLA-Klasse,2020,20'000 - 24'999,224,Blau,0,0,0
543,5605,3,2700,Mercedes-Benz,C-CLASS,2004,250'000 - 299'999,138,Blau,0,5,0
544,5314,4,9000,BMW,320,2009,180'000 - 189'999,176,Schwarz,1,1,0
545,5037,5,8000,Volkswagen,Polo,2012,65'000 - 69'999,70,Grau,0,1,1
546,5742,5,14900,Skoda,Octavia,2014,15'000 - 19'999,150,Schwarz,1,0,0
547,5507,5,16990,Volkswagen,Golf,2012,120'000 - 129'999,235,Weiss,0,1,0
548,5604,5,42800,Volkswagen,Tiguan,2021,15'000 - 19'999,200,Schwarz,1,3,0
549,5728,5,14900,Volvo,V50,2008,190'000 - 199'999,230,Weiss,0,0,1
550,5324,5,3200,Opel,Corsa,2003,75'000 - 79'999,90,Grau,0,1,0
551,5622,5,9750,Skoda,Octavia,2013,170'000 - 179'999,170,Weiss,1,0,0
554,5745,5,34940,Kia,Cee'd,2022,0 - 4'999,160,Grau,0,1,0
555,5034,5,6800,Kia,Cee'd,2012,110'000 - 119'999,126,Schwarz,0,0,0
556,4315,5,16000,Audi,A3,2013,150'000 - 159'999,184,Schwarz,1,1,0
558,5116,2,46990,Audi,Cabriolet,2021,5'000 - 9'999,150,Grau,0,4,0
559,4333,2,24500,Chevrolet,Silverado,1991,170'000 - 179'999,1,Rot,0,3,0
560,5627,5,62800,Dodge,Durango,2018,75'000 - 79'999,492,Grau,0,3,0
561,4800,5,20990,Nissan,Micra,2019,5'000 - 9'999,100,Schwarz,0,1,0
562,4313,5,3650,Opel,Astra,2007,200'000 - 249'999,180,Grau,0,0,1
563,5466,2,48500,Ford,Mustang,2016,15'000 - 19'999,422,Blau,0,5,1
564,4665,2,12750,Audi,A4,2006,180'000 - 189'999,140,Weiss,1,4,1
565,5317,5,46500,BMW,X-serien,2021,10'000 - 14'999,150,Weiss,0,0,0
566,5610,5,17800,SEAT,Leon,2019,85'000 - 89'999,115,Silber,1,0,1
567,5035,5,27900,Mercedes-Benz,A-Klasse,2021,20'000 - 24'999,109,Schwarz,0,1,1
568,5734,5,11500,Peugeot,308,2016,160'000 - 169'999,125,Weiss,1,0,0
569,5610,5,22800,Peugeot,308,2020,35'000 - 39'999,130,Weiss,1,0,0
570,8957,5,22000,Mercedes-Benz,180,2015,90'000 - 94'999,122,Weiss,0,0,0
571,5000,5,37500,Jeep,Compass,2020,20'000 - 24'999,240,Grau,2,3,0
572,5080,5,7000,BMW,320,2000,160'000 - 169'999,170,Blau,0,1,0
573,5703,5,4990,Peugeot,407,2007,180'000 - 189'999,204,Grau,1,0,0
574,5623,3,1800,Toyota,Yaris Verso,2002,200'000 - 249'999,106,Blau,0,1,1
575,4665,2,3650,Chrysler,Le Baron,1989,180'000 - 189'999,101,Weiss,0,4,0
576,5608,5,7500,Dodge,Caliber,2008,200'000 - 249'999,295,Rot,0,1,1
577,8967,2,52000,Mercedes-Benz,500,1988,250'000 - 299'999,223,Grau,0,4,0
578,5737,2,4500,Volkswagen,Golf,1985,170'000 - 179'999,0,Rot,0,1,1
579,5702,5,4600,Citroën,Picasso,2011,160'000 - 169'999,112,Braun,1,1,1
580,5106,2,16500,Porsche,Boxster,1997,60'000 - 64'999,204,Schwarz,0,4,1
581,4665,5,8800,Renault,Clio,2013,55'000 - 59'999,101,Schwarz,1,1,1
582,5212,5,30500,Mitsubishi,Eclipse Cross,2022,0 - 4'999,163,Grau,0,3,1
583,5608,5,17500,BMW,116,2015,65'000 - 69'999,136,Schwarz,0,1,1
584,5610,2,9000,Peugeot,308,2012,70'000 - 74'999,84,Silber,0,4,0
586,5505,5,30990,Kia,Sportage,2020,30'000 - 34'999,177,Schwarz,0,0,0
587,5330,5,5300,SEAT,Ibiza,2008,170'000 - 179'999,105,Schwarz,1,1,1
588,5324,5,3500,Mercedes-Benz,A-CLASS,1999,65'000 - 69'999,102,Schwarz,0,1,1
590,5502,5,2900,Subaru,Legacy/Outback,2007,200'000 - 249'999,160,Grau,0,0,0
592,5033,5,23850,SEAT,Leon,2019,70'000 - 74'999,150,Weiss,0,0,0
593,8905,5,7000,Hyundai,i30,2013,80'000 - 84'999,250,Rot,0,1,1
594,5610,5,36900,Audi,A5,2018,75'000 - 79'999,190,Schwarz,1,1,0
595,4852,5,49000,CUPRA,Born,2022,0 - 4'999,204,Blau,2,1,0
596,5607,5,12300,Audi,S4,2000,250'000 - 299'999,265,Blau,0,0,1
597,5070,3,5800,Volkswagen,Golf,1996,200'000 - 249'999,115,Schwarz,0,1,1
598,5745,4,49800,Alfa Romeo,Giulia,2021,5'000 - 9'999,280,Grau,0,1,0
599,5615,5,49900,Opel,Insignia,2021,10'000 - 14'999,230,Sonstige,0,0,0
600,5607,5,7000,SEAT,Leon,2012,130'000 - 139'999,160,Weiss,0,4,1
601,5608,5,29900,BMW,X6,2013,120'000 - 129'999,381,Weiss,1,3,0
603,4322,5,24000,Hyundai,Tucson,2017,70'000 - 74'999,180,Blau,1,3,0
604,5000,5,9600,Citroën,C4,2017,150'000 - 159'999,165,Schwarz,0,0,0
606,5627,4,86800,Dodge,Charger,2022,0 - 4'999,492,Schwarz,0,1,0
607,5417,5,42900,Mitsubishi,Eclipse Cross,2022,0 - 4'999,255,Weiss,2,3,0
608,5037,5,10500,Volkswagen,Golf,1992,250'000 - 299'999,107,Schwarz,0,1,1
609,5610,3,25889,Fiat,500,2022,0 - 4'999,118,Grün,2,1,0
610,5222,5,4800,Fiat,Grande Punto,2009,75'000 - 79'999,77,Schwarz,0,1,1
611,4663,5,4200,Fiat,Punto,2010,170'000 - 179'999,135,Weiss,0,1,1
612,5113,5,21500,Volkswagen,Golf,2013,140'000 - 149'999,301,Schwarz,0,1,0
613,4665,3,3900,Volvo,C70,2000,190'000 - 199'999,300,Schwarz,0,4,0
614,5600,5,23800,Volkswagen,Passat,2014,140'000 - 149'999,240,Silber,1,0,0
615,5415,2,9900,Peugeot,307,2009,75'000 - 79'999,250,Schwarz,1,4,1
616,4310,5,7850,Volkswagen,Golf,2008,180'000 - 189'999,170,Schwarz,1,1,1
617,5430,4,1800,SEAT,Toledo,2001,140'000 - 149'999,170,Silber,0,1,1
618,5430,5,39500,Volkswagen,Touran,2016,20'000 - 24'999,190,Schwarz,1,0,0
619,4853,5,7990,Hyundai,i10,2016,95'000 - 99'999,66,Braun,0,1,1
620,4665,5,13900,Land Rover,Range Rover,2011,200'000 - 249'999,200,Schwarz,1,3,0
621,5314,3,3999,Peugeot,207,2008,100'000 - 109'999,120,Grau,0,4,1
622,4314,2,16800,BMW,335,2009,100'000 - 109'999,306,Schwarz,0,4,1
623,5620,5,9200,BMW,X3,2008,200'000 - 249'999,218,Braun,0,3,0
624,4665,5,29950,Hyundai,Kona,2020,25'000 - 29'999,177,Rot,0,0,0
625,4303,5,2950,Ford,Focus,2008,200'000 - 249'999,110,Blau,1,1,1
626,5610,5,24800,Toyota,RAV4,2017,60'000 - 64'999,152,Weiss,0,3,1
627,5745,3,42800,Jeep,Wrangler,2018,45'000 - 49'999,200,Schwarz,1,3,0
628,5621,5,2900,Mazda,5,2009,200'000 - 249'999,150,Schwarz,0,1,1
629,5506,2,12000,Audi,TT,2008,170'000 - 179'999,200,Weiss,0,5,0
630,5242,3,22900,Mercedes-Benz,CL,2008,150'000 - 159'999,525,Schwarz,0,5,0
631,5610,2,42989,Nissan,370 Z,2018,30'000 - 34'999,328,Weiss,0,4,0
633,5054,5,3500,Mitsubishi,Colt,2007,120'000 - 129'999,95,Schwarz,0,1,1
634,5712,5,23900,Mini,Countryman,2017,100'000 - 109'999,190,Weiss,1,3,0
637,4313,5,12900,Audi,A6,2012,200'000 - 249'999,177,Sonstige,1,0,1
638,5610,4,9998,Cadillac,Fleetwood,1988,95'000 - 99'999,140,Braun,0,1,0
640,4334,5,19800,Skoda,Fabia,2020,20'000 - 24'999,110,Grau,0,0,1
641,5502,4,14780,Renault,Kangoo,2019,45'000 - 49'999,115,Sonstige,0,2,1
642,5442,5,42450,SEAT,Ateca,2022,0 - 4'999,150,Grau,0,3,0
643,5745,5,36500,Kia,Sportage,2021,5'000 - 9'999,177,Schwarz,0,3,0
644,5036,4,26000,BMW,X4,2015,180'000 - 189'999,190,Schwarz,1,1,0
645,5621,5,1399,Skoda,Fabia,2005,200'000 - 249'999,100,Schwarz,1,0,1
646,5102,5,103400,BMW,X-serien,2022,0 - 4'999,340,Schwarz,2,3,0
647,5037,3,1100,Lancia,Y,1997,100'000 - 109'999,60,Blau,0,1,0
648,5604,3,18900,Fiat,500,2019,5'000 - 9'999,69,Weiss,0,1,1
649,5242,5,22500,Mercedes-Benz,C-CLASS,2015,140'000 - 149'999,204,Blau,1,0,0
650,5317,2,53900,BMW,2er,2018,15'000 - 19'999,370,Grau,0,5,0
651,5628,2,5000,Mini,Cooper S,2005,200'000 - 249'999,170,Blau,0,4,1
653,4800,5,32581,Skoda,Karoq,2018,20'000 - 24'999,150,Blau,0,3,0
655,4663,2,4500,Ford,Transit,2000,190'000 - 199'999,120,Weiss,1,2,1
656,4665,5,3400,Opel,Corsa,2006,85'000 - 89'999,60,Schwarz,0,1,1
657,5734,4,28200,Bentley,Turbo,1987,80'000 - 84'999,315,Blau,0,1,0
658,5325,3,5900,Honda,Prelude,1985,160'000 - 169'999,105,Grau,0,5,0
659,5401,5,7000,BMW,530,2004,170'000 - 179'999,231,Grau,0,1,0
660,5502,5,30900,Mercedes-Benz,AMG,2014,90'000 - 94'999,360,Schwarz,0,1,0
662,5430,4,17000,Volkswagen,Golf,2011,130'000 - 139'999,270,Weiss,0,1,0
663,5432,2,50000,Alfa Romeo,GT,1972,0 - 4'999,130,Rot,0,5,1
664,5634,5,24500,Audi,S6,2013,160'000 - 169'999,420,Schwarz,0,0,0
665,5442,5,28450,SEAT,Ibiza,2022,0 - 4'999,110,Grau,0,1,0
667,5745,3,13900,Ford,Fiesta,2014,100'000 - 109'999,182,Weiss,0,1,1
668,5035,5,95900,Mercedes-Benz,GLC-Klasse,2021,5'000 - 9'999,390,Schwarz,0,3,0
669,5722,5,11500,Audi,A4,2009,120'000 - 129'999,190,Grau,1,1,0
671,5210,5,89000,BMW,X5,2021,0 - 4'999,290,Schwarz,1,3,0
672,5412,5,4900,Citroën,C4,2012,170'000 - 179'999,120,Weiss,0,1,1
673,8965,4,59999,Audi,Quattro,2019,45'000 - 49'999,400,Sonstige,0,1,0
674,5505,3,9900,BMW,118,2011,100'000 - 109'999,153,Weiss,0,4,1
675,5113,5,4500,Suzuki,Grand Vitara,2005,170'000 - 179'999,183,Silber,0,3,1
676,5644,5,2500,Ford,Expedition,1999,200'000 - 249'999,300,Blau,0,3,0
677,5324,5,2200,Opel,Corsa,2002,160'000 - 169'999,75,Grau,0,1,1
678,4665,5,4350,Volkswagen,Golf,2004,250'000 - 299'999,140,Silber,1,1,1
679,5723,5,18898,Volvo,V40,2014,120'000 - 129'999,180,Sonstige,0,0,0
680,5070,5,37800,Mercedes-Benz,GLC-Klasse,2016,65'000 - 69'999,170,Silber,1,3,0
681,5703,3,42000,Chevrolet,Corvette,2012,110'000 - 119'999,540,Schwarz,0,5,1
683,8962,5,6500,Audi,A4,2005,15'000 - 19'999,103,Sonstige,1,0,0
685,5306,3,500,Mazda,MX-3,1995,170'000 - 179'999,132,Schwarz,0,5,1
687,5603,4,8900,Mercedes-Benz,500,2004,180'000 - 189'999,306,Sonstige,0,5,0
689,4800,5,21681,Volvo,XC60,2012,90'000 - 94'999,163,Grau,1,3,0
691,6042,4,2200,Renault,Kangoo,2006,120'000 - 129'999,81,Weiss,1,2,1
692,5634,5,7499,Mercedes-Benz,B-CLASS,2007,190'000 - 199'999,140,Silber,1,1,0
693,4665,5,92950,Audi,Q7,2021,15'000 - 19'999,381,Schwarz,2,3,0
694,5200,3,14000,Mercedes-Benz,CLK,2010,70'000 - 74'999,184,Schwarz,0,5,0
695,5004,3,7000,Opel,Astra,2006,170'000 - 179'999,241,Weiss,0,5,1
696,5620,5,72660,Skoda,Superb,2022,0 - 4'999,280,Weiss,0,0,0
697,5107,5,34950,Mazda,CX-30,2021,0 - 4'999,150,Silber,0,3,0
699,5723,5,32900,Nissan,X-Trail,2020,20'000 - 24'999,150,Blau,1,3,0
700,4322,5,2900,Suzuki,Splash,2009,15'000 - 19'999,86,Grün,0,0,0
701,5467,2,12900,BMW,3-serien,2001,160'000 - 169'999,231,Silber,0,4,0
703,4663,5,16700,Fiat,Tipo,2019,10'000 - 14'999,120,Weiss,0,0,1
704,5116,4,32900,Volkswagen,T-Cross,2021,10'000 - 14'999,110,Grau,0,3,0
705,6210,3,2500,Kia,Cee'd,2009,200'000 - 249'999,147,Schwarz,1,5,1
706,5244,3,1000,Alfa Romeo,GT,2005,250'000 - 299'999,150,Rot,1,5,1
707,5745,5,65170,Volvo,C40,2022,0 - 4'999,408,Silber,2,1,0
708,5033,3,2800,Smart,Fortwo,2004,100'000 - 109'999,61,Sonstige,0,1,0
